IDNR,LOSS,GENDER,AGE,EXPER,MARSTAT,PRESID,TOWORK,MILES,CLAIMS,CITATS,SIZE,COMPA,COMPB,COMPC
2750,1.289,1,26,9,1,0,0,1,1,0,2,1000,1430,1630
2751,0.955,0,31,14,1,1,5,10,0,2,2,1000,1280,1080
2752,0.35,1,72,38,2,0,13,1,1,0,3,1000,560,760
2753,1.041,1,33,17,1,0,0,7,0,1,1,1000,1190,1390
2754,1.2,0,21,5,1,0,5,1,1,0,2,1000,1550,1350
2755,1.499,1,25,5,3,1,5,8,0,1,4,1000,1550,1750
2756,0.458,1,59,39,2,1,5,14,1,2,2,1000,530,730
2757,1.665,1,25,9,2,1,21,14,1,2,2,1000,1430,1630
2758,1.057,0,29,6,2,1,6,3,0,0,1,1000,1520,1320
2759,0.808,0,45,28,2,0,21,9,2,1,2,1000,860,660
2760,0.262,1,68,50,2,1,5,4,0,1,2,1000,200,400
2761,0.808,1,46,30,2,0,12,5,1,1,1,1000,800,1000
2762,0.851,0,38,5,2,0,5,3,0,0,2,1000,1550,1350
2763,0.799,1,55,33,1,1,24,7,0,1,1,1000,710,910
2764,0.784,1,48,15,2,1,15,8,1,1,1,1000,1250,1450
2765,1.291,1,30,7,2,1,2,18,1,3,2,1000,1490,1690
2766,1.087,0,26,6,1,0,9,6,0,1,3,1000,1520,1320
2767,0.998,0,28,3,1,1,0,1,1,0,4,1000,1610,1410
2768,0.861,1,41,21,1,1,5,6,1,1,1,1000,1070,1270
2769,1.365,0,26,5,2,1,32,4,1,1,2,1000,1550,1350
2770,0.736,0,36,17,1,0,6,3,2,0,1,1000,1190,990
2771,0.859,1,41,16,2,1,5,24,1,4,1,1000,1220,1420
2772,1.74,1,17,1,1,1,27,8,0,0,1,1000,1670,1870
2773,0.723,1,60,18,2,0,31,3,0,0,4,1000,1160,1360
2774,1.309,1,25,5,3,1,5,26,0,4,4,1000,1550,1750
2775,0.611,1,68,34,2,1,33,15,0,2,2,1000,680,880
2776,1.496,1,25,7,1,1,3,15,0,2,2,1000,1490,1690
2777,1.188,0,29,7,3,1,5,3,0,0,1,1000,1490,1290
2778,0.909,1,44,23,2,0,6,2,1,0,1,1000,1010,1210
2779,1.623,1,17,0,1,1,2,8,0,0,1,1000,1700,1900
2780,1.171,0,25,6,2,0,5,19,0,3,1,1000,1520,1320
2781,0.423,1,58,26,2,1,1,18,0,3,1,1000,920,1120
2782,0.18,0,66,37,3,0,0,24,1,4,2,1000,590,390
2783,1.166,1,38,16,1,0,29,12,0,2,1,1000,1220,1420
2784,0.607,0,51,18,3,1,5,3,2,0,4,1000,1160,960
2785,1.146,1,28,12,2,1,5,4,1,1,3,1000,1340,1540
2786,0.717,0,52,15,3,0,20,3,1,0,2,1000,1250,1050
2787,0.664,0,43,8,2,1,6,2,1,0,1,1000,1460,1260
2788,1.275,1,32,8,2,1,6,15,1,2,2,1000,1460,1660
2789,1.103,0,27,5,2,1,5,7,1,1,1,1000,1550,1350
2790,1.437,1,23,3,1,0,5,5,0,0,1,1000,1610,1810
2791,1.29,0,19,1,1,0,5,1,0,0,4,1000,1670,1470
2792,0.577,1,53,23,2,0,5,18,0,3,2,1000,1010,1210
2793,1.003,1,36,6,2,1,2,5,1,1,1,1000,1520,1720
2794,1.311,1,28,11,2,1,11,15,2,2,1,1000,1370,1570
2795,0.335,0,64,37,2,1,5,3,2,0,1,1000,590,390
2796,1.526,1,21,5,1,1,20,10,0,2,1,1000,1550,1750
2797,0.659,1,53,37,2,1,17,13,0,2,1,1000,590,790
2798,0.992,0,27,11,2,1,1,1,0,0,2,1000,1370,1170
2799,1.52,0,19,2,1,0,7,2,1,0,1,1000,1640,1440
2800,1.38,1,20,4,1,0,6,22,0,3,3,1000,1580,1780
2801,0.947,1,35,19,2,1,5,3,3,0,2,1000,1130,1330
2802,1.374,1,23,5,1,1,4,11,1,2,2,1000,1550,1750
2803,1.043,0,32,5,2,1,4,1,0,0,1,1000,1550,1350
2804,1.303,1,24,3,1,1,10,6,0,1,1,1000,1610,1810
2805,1.542,0,17,1,1,1,5,8,0,0,1,1000,1670,1470
2806,0.777,1,45,15,2,1,6,24,0,4,1,1000,1250,1450
2807,0.875,1,48,16,2,1,25,25,1,4,2,1000,1220,1420
2808,0.434,1,76,32,3,1,5,3,0,0,1,1000,740,940
2809,0.173,1,72,38,2,0,5,2,0,0,1,1000,560,760
2810,1.593,1,19,3,1,1,5,2,0,0,2,1000,1610,1810
2811,0.879,0,39,1,3,0,25,8,0,0,4,1000,1670,1470
2812,0.805,1,42,26,2,0,5,12,0,2,4,1000,920,1120
2813,0.411,0,54,34,2,0,12,3,0,0,2,1000,680,480
2814,1.186,0,30,12,1,1,5,11,2,2,3,1000,1340,1140
2815,1.068,1,34,12,1,1,5,1,1,0,3,1000,1340,1540
2816,0.349,0,64,29,3,0,9,2,0,0,1,1000,830,630
2817,1.767,1,18,2,1,0,16,7,0,0,1,1000,1640,1840
2818,1.048,1,31,15,1,0,5,5,1,1,1,1000,1250,1450
2819,0.93,0,39,9,2,1,11,21,1,3,1,1000,1430,1230
2820,0.561,0,54,32,1,0,16,3,0,0,3,1000,740,540
2821,0.631,1,58,33,2,1,11,7,0,1,1,1000,710,910
2822,0.203,0,64,44,3,0,1,7,0,1,2,1000,380,180
2823,0.507,1,53,30,2,1,5,2,0,0,1,1000,800,1000
2824,1.373,1,37,16,1,1,31,1,0,0,2,1000,1220,1420
2825,1.42,0,21,2,1,0,0,5,2,0,5,1000,1640,1440
2826,0.206,1,69,36,2,1,0,4,0,1,3,1000,620,820
2827,0.993,0,35,13,3,0,5,16,1,3,3,1000,1310,1110
2828,0.755,0,58,35,3,1,25,15,0,2,1,1000,650,450
2829,0.941,1,42,23,1,1,0,6,0,1,1,1000,1010,1210
2830,1.126,0,40,19,2,0,32,10,0,2,1,1000,1130,930
2831,0.364,0,54,25,3,1,6,4,1,1,1,1000,950,750
2832,0.416,1,81,39,2,1,6,12,0,2,1,1000,530,730
2833,1.277,0,23,5,1,1,5,1,1,0,3,1000,1550,1350
2834,0.943,1,39,13,2,1,5,5,0,1,3,1000,1310,1510
2835,1.052,1,32,13,2,1,5,4,1,1,2,1000,1310,1510
2836,1.352,0,22,5,2,0,22,18,1,3,3,1000,1550,1350
2837,1.437,1,24,3,1,0,10,3,0,0,3,1000,1610,1810
2838,0.792,1,59,27,2,1,27,11,1,2,2,1000,890,1090
2839,0.61,0,46,3,2,1,6,9,1,1,4,1000,1610,1410
2840,0.363,1,61,19,3,0,5,6,0,1,4,1000,1130,1330
2841,0.732,1,49,22,2,1,6,3,0,0,1,1000,1040,1240
2842,0.363,1,75,43,2,0,6,3,1,0,1,1000,410,610
2843,0.877,1,42,23,2,1,5,11,1,2,1,1000,1010,1210
2844,1.462,0,19,3,1,1,8,10,2,1,1,1000,1610,1410
2845,1.257,1,29,2,2,0,17,11,0,1,2,1000,1640,1840
2846,0.447,0,64,40,2,1,5,4,1,1,3,1000,500,300
2847,1.481,1,18,0,1,1,5,15,0,0,3,1000,1700,1900
2848,1.055,0,27,9,2,1,5,17,0,3,4,1000,1430,1230
2849,0.435,0,69,42,2,1,14,4,0,1,1,1000,440,240
2850,0.236,0,63,47,2,0,5,3,1,0,1,1000,290,90
2851,1.515,1,21,4,1,1,1,1,1,0,4,1000,1580,1780
2852,1.542,1,29,6,1,1,31,16,1,3,1,1000,1520,1720
2853,0.606,0,56,17,2,1,19,3,0,0,1,1000,1190,990
2854,0.771,0,34,6,2,0,2,1,2,0,1,1000,1520,1320
2855,0.917,0,38,10,1,0,15,2,0,0,1,1000,1400,1200
2856,0.93,1,41,21,1,1,2,5,2,1,3,1000,1070,1270
2857,0.503,0,48,25,2,1,5,16,3,3,2,1000,950,750
2858,1.307,1,29,8,1,1,5,6,2,1,2,1000,1460,1660
2859,1.424,0,17,0,1,1,7,2,0,0,1,1000,1700,1500
2860,0.9,0,33,15,2,1,10,1,2,0,1,1000,1250,1050
2861,0.378,0,64,43,2,1,21,12,0,2,2,1000,410,210
2862,1.557,1,22,6,1,1,18,6,1,1,1,1000,1520,1720
2863,1.093,1,39,16,2,1,5,21,1,3,2,1000,1220,1420
2864,1.257,1,32,11,2,1,4,4,2,1,3,1000,1370,1570
2865,0.669,1,55,7,2,1,5,6,0,1,1,1000,1490,1690
2866,0.77,1,60,36,2,0,33,5,0,1,5,1000,620,820
2867,1.258,1,24,2,1,0,5,2,0,0,2,1000,1640,1840
2868,0.858,1,39,5,2,0,8,4,0,1,1,1000,1550,1750
2869,1.327,1,39,12,2,1,30,3,1,0,1,1000,1340,1540
2870,0.623,0,49,22,2,1,6,4,1,1,2,1000,1040,840
2871,1.356,1,21,5,1,1,5,4,0,1,3,1000,1550,1750
2872,1.461,0,20,3,1,0,5,11,1,1,1,1000,1610,1410
2873,1.458,1,24,3,1,1,13,6,1,1,4,1000,1610,1810
2874,1.322,0,24,7,1,1,6,10,0,2,1,1000,1490,1290
2875,0.375,1,71,38,2,1,5,2,0,0,4,1000,560,760
2876,1.049,1,40,12,2,1,5,2,0,0,3,1000,1340,1540
2877,0.462,0,53,25,2,1,5,5,1,1,2,1000,950,750
2878,0.216,0,84,67,3,1,5,17,0,3,3,1000,-310,-510
2879,1.394,0,17,1,1,1,4,7,0,0,1,1000,1670,1470
2880,0.892,0,41,25,2,1,9,10,1,2,2,1000,950,750
2881,0.968,1,41,20,2,1,0,5,0,1,2,1000,1100,1300
2882,0.965,0,29,4,1,0,7,5,1,1,1,1000,1580,1380
2883,1.314,1,25,7,1,0,5,11,2,2,2,1000,1490,1690
2884,1.756,0,16,0,1,0,16,4,0,0,1,1000,1700,1500
2885,0.752,0,35,12,2,0,3,1,1,0,4,1000,1340,1140
2886,1.538,1,22,5,3,1,0,4,2,1,4,1000,1550,1750
2887,1.195,1,28,9,1,0,15,20,1,3,2,1000,1430,1630
2888,0.835,0,39,15,3,0,8,5,0,1,1,1000,1250,1050
2889,0.572,0,47,13,3,1,5,19,0,3,1,1000,1310,1110
2890,0.79,1,45,19,2,1,2,5,1,1,1,1000,1130,1330
2891,0.24,1,77,25,2,1,6,7,0,1,5,1000,950,1150
2892,0.141,0,74,49,3,1,5,3,0,0,3,1000,230,30
2893,0.897,1,36,19,2,1,5,15,0,2,1,1000,1130,1330
2894,0.427,0,57,28,2,1,5,1,0,0,1,1000,860,660
2895,1.048,1,40,0,2,1,5,6,0,0,2,1000,1700,1900
2896,0.678,1,66,49,1,1,32,20,0,3,4,1000,230,430
2897,1.077,0,34,14,1,1,5,5,1,1,3,1000,1280,1080
2898,0.359,0,58,33,2,0,19,1,0,0,3,1000,710,510
2899,0.652,1,47,15,2,1,5,6,0,1,4,1000,1250,1450
2900,0.169,0,62,45,2,0,5,7,0,1,2,1000,350,150
2901,1.88,1,17,1,1,1,24,9,0,0,2,1000,1670,1870
2902,1.662,0,16,0,1,1,5,6,0,0,2,1000,1700,1500
2903,1.11,0,31,14,2,1,0,3,0,0,3,1000,1280,1080
2904,1.252,1,25,6,2,0,12,5,0,1,1,1000,1520,1720
2905,0.311,0,57,15,1,1,6,11,0,2,1,1000,1250,1050
2906,0.223,0,74,34,3,1,18,1,0,0,3,1000,680,480
2907,0.806,0,32,11,1,0,0,18,2,3,1,1000,1370,1170
2908,0.693,1,63,34,2,1,22,5,1,1,2,1000,680,880
2909,0.92,0,36,11,2,1,6,6,0,1,1,1000,1370,1170
2910,0.975,0,43,22,2,1,27,7,0,1,2,1000,1040,840
2911,0.625,1,54,22,2,0,20,10,1,2,3,1000,1040,1240
2912,1.116,1,33,9,1,0,7,5,0,1,3,1000,1430,1630
2913,1.289,0,34,9,2,1,25,14,1,2,3,1000,1430,1230
2914,1.002,1,32,11,2,1,5,1,2,0,3,1000,1370,1570
2915,0.341,1,68,32,2,1,1,4,0,1,1,1000,740,940
2916,0.561,0,49,4,2,1,13,13,2,2,3,1000,1580,1380
2917,0.767,0,44,6,2,1,24,13,0,2,2,1000,1520,1320
2918,0.581,0,45,28,2,1,5,14,0,2,1,1000,860,660
2919,0.873,0,38,11,1,1,3,4,1,1,3,1000,1370,1170
2920,1.427,0,25,8,1,1,25,2,0,0,1,1000,1460,1260
2921,1.236,0,31,9,1,0,20,3,2,0,1,1000,1430,1230
2922,1.481,1,23,3,1,1,6,4,2,0,2,1000,1610,1810
2923,0.729,0,43,11,2,1,1,15,2,2,2,1000,1370,1170
2924,0.6,1,48,18,2,1,5,5,2,1,1,1000,1160,1360
2925,1.07,0,33,17,1,0,9,17,1,3,1,1000,1190,990
2926,1.505,1,27,9,2,1,22,2,1,0,2,1000,1430,1630
2927,0.607,0,49,8,2,0,5,9,0,1,3,1000,1460,1260
2928,0.222,1,82,65,3,0,5,4,0,1,4,1000,-250,-50
2929,1.585,0,17,1,1,1,5,23,1,1,3,1000,1670,1470
2930,1.045,1,38,15,2,1,5,25,0,4,4,1000,1250,1450
2931,0.52,0,51,34,2,1,4,15,0,2,2,1000,680,480
2932,1.125,1,29,7,1,1,5,4,0,1,2,1000,1490,1690
2933,0.496,1,57,35,2,1,5,4,0,1,1,1000,650,850
2934,1.375,0,22,4,1,1,5,3,1,0,1,1000,1580,1380
2935,0.656,0,50,27,2,1,5,5,1,1,2,1000,890,690
2936,0.368,0,66,43,3,1,11,8,0,1,5,1000,410,210
2937,0.517,1,58,2,2,1,0,8,0,1,1,1000,1640,1840
2938,0.629,1,62,34,2,1,19,5,0,1,1,1000,680,880
2939,1.129,1,36,13,2,1,20,6,3,1,4,1000,1310,1510
2940,1.077,1,37,13,2,1,5,7,2,1,4,1000,1310,1510
2941,1.393,0,19,3,2,1,5,8,0,1,1,1000,1610,1410
2942,1.306,1,28,5,1,1,11,19,0,3,2,1000,1550,1750
2943,0.692,1,41,9,1,0,0,3,1,0,3,1000,1430,1630
2944,1.233,1,34,9,2,1,5,1,1,0,1,1000,1430,1630
2945,1.018,1,33,3,2,1,5,3,1,0,3,1000,1610,1810
2946,1.104,0,33,3,1,1,6,5,0,0,3,1000,1610,1410
2947,1.284,0,21,2,1,1,2,3,1,0,3,1000,1640,1440
2948,0.812,0,36,17,1,1,5,21,2,3,1,1000,1190,990
2949,1.614,0,17,1,1,0,5,5,0,0,1,1000,1670,1470
2950,1.569,1,22,6,1,1,20,17,0,3,3,1000,1520,1720
2951,0.488,1,78,23,2,0,33,2,0,0,3,1000,1010,1210
2952,0.399,0,52,15,3,1,3,6,2,1,1,1000,1250,1050
2953,0.855,0,45,13,2,1,23,6,0,1,2,1000,1310,1110
2954,0.693,0,38,13,2,0,4,6,0,1,2,1000,1310,1110
2955,1.605,1,16,0,1,0,16,6,0,0,5,1000,1700,1900
2956,0.712,1,50,22,2,0,27,1,1,0,4,1000,1040,1240
2957,1.055,1,38,0,2,1,6,6,0,0,2,1000,1700,1900
2958,0.813,0,48,31,3,1,25,4,0,1,1,1000,770,570
2959,1.407,0,19,3,1,1,4,7,0,1,1,1000,1610,1410
2960,1.461,1,26,5,2,1,5,13,0,2,1,1000,1550,1750
2961,1.624,0,18,1,1,1,4,22,0,1,1,1000,1670,1470
2962,1.009,1,35,19,1,0,14,11,0,2,4,1000,1130,1330
2963,0.155,0,70,44,1,0,5,2,0,0,2,1000,380,180
2964,0.994,0,39,18,2,1,19,5,1,1,1,1000,1160,960
2965,0.332,1,64,24,2,0,7,17,0,3,3,1000,980,1180
2966,1.542,1,20,4,3,1,7,2,2,0,1,1000,1580,1780
2967,1.689,1,23,3,1,0,24,4,0,0,1,1000,1610,1810
2968,1.72,1,19,2,1,1,7,4,1,0,4,1000,1640,1840
2969,0.859,1,42,19,1,1,5,8,1,1,3,1000,1130,1330
2970,1.041,1,39,13,2,0,5,4,0,1,2,1000,1310,1510
2971,0.312,1,60,44,2,1,0,2,0,0,1,1000,380,580
2972,1.47,1,23,3,1,1,5,12,0,1,1,1000,1610,1810
2973,1.128,1,41,11,2,1,20,1,1,0,1,1000,1370,1570
2974,0.962,1,38,11,2,1,5,8,1,1,2,1000,1370,1570
2975,1.341,0,29,6,1,1,19,17,0,3,1,1000,1520,1320
2976,1.495,1,22,2,1,1,9,4,0,0,1,1000,1640,1840
2977,1.07,0,27,10,2,0,5,14,1,2,3,1000,1400,1200
2978,0.785,1,42,19,2,1,5,1,0,0,1,1000,1130,1330
2979,1.028,1,38,22,2,0,8,6,1,1,3,1000,1040,1240
2980,1.139,0,28,6,2,0,11,10,2,2,1,1000,1520,1320
2981,0.698,0,48,12,3,1,2,2,0,0,4,1000,1340,1140
2982,0.52,1,51,16,2,0,5,3,1,0,3,1000,1220,1420
2983,1.254,0,24,7,2,1,2,2,1,0,1,1000,1490,1290
2984,1.27,1,24,8,2,1,5,6,2,1,2,1000,1460,1660
2985,1.02,0,30,10,1,0,5,8,0,1,3,1000,1400,1200
2986,1.299,0,23,6,1,1,5,16,0,3,2,1000,1520,1320
2987,0.724,1,52,19,2,1,24,12,1,2,2,1000,1130,1330
2988,1.604,1,26,5,1,1,22,1,2,0,1,1000,1550,1750
2989,0.429,0,58,38,3,0,3,4,0,1,3,1000,560,360
2990,1.304,1,27,10,2,1,5,9,0,1,3,1000,1400,1600
2991,0.978,1,31,13,2,0,5,2,2,0,3,1000,1310,1510
2992,1.326,1,27,6,1,1,5,4,1,1,1,1000,1520,1720
2993,1.028,0,34,16,3,0,17,4,0,1,4,1000,1220,1020
2994,0.2,0,70,32,3,0,0,8,0,1,1,1000,740,540
2995,0.3,0,75,16,3,1,5,3,0,0,1,1000,1220,1020
2996,0.098,0,73,56,2,0,7,21,0,3,1,1000,20,-180
2997,1.443,1,29,11,1,1,25,6,1,1,3,1000,1370,1570
2998,0.662,0,44,18,2,0,7,8,0,1,1,1000,1160,960
2999,0.773,0,42,22,2,1,5,20,0,3,2,1000,1040,840
3000,1.015,1,37,4,1,1,10,6,1,1,3,1000,1580,1780
3001,1.515,0,17,1,1,1,6,12,1,0,5,1000,1670,1470
3002,0.757,1,48,9,2,1,15,9,1,1,3,1000,1430,1630
3003,0.526,0,57,37,2,1,5,1,1,0,1,1000,590,390
3004,0.358,0,60,44,2,1,6,23,1,4,1,1000,380,180
3005,1.625,1,25,5,1,0,25,4,1,1,4,1000,1550,1750
3006,0.833,1,39,9,2,0,5,4,1,1,3,1000,1430,1630
3007,0.897,1,40,18,3,1,10,4,1,1,1,1000,1160,1360
3008,1.534,1,23,5,1,0,5,24,0,4,2,1000,1550,1750
3009,1.294,0,31,13,2,1,20,19,1,3,1,1000,1310,1110
3010,0.573,1,51,13,2,1,0,20,0,3,3,1000,1310,1510
3011,0.712,1,58,27,2,1,12,26,0,4,1,1000,890,1090
3012,0.825,1,42,2,2,1,2,5,0,0,1,1000,1640,1840
3013,0.379,0,54,31,2,0,5,5,1,1,3,1000,770,570
3014,1.494,0,18,2,1,1,0,1,0,0,1,1000,1640,1440
3015,0.918,0,34,6,2,0,5,9,1,1,2,1000,1520,1320
3016,1.588,0,17,0,1,1,5,9,0,0,1,1000,1700,1500
3017,1.841,1,17,1,1,0,16,13,1,0,3,1000,1670,1870
3018,1.683,0,16,0,1,1,5,2,0,0,3,1000,1700,1500
3019,1.418,0,21,5,2,1,3,7,0,1,1,1000,1550,1350
3020,0.436,1,61,5,2,1,0,6,2,1,3,1000,1550,1750
3021,0.17,0,66,43,3,0,5,4,0,1,3,1000,410,210
3022,0.71,0,36,16,2,0,5,4,0,1,5,1000,1220,1020
3023,0.324,0,69,53,3,1,7,7,0,1,2,1000,110,-90
3024,1.326,1,22,6,2,1,5,11,0,2,2,1000,1520,1720
3025,1.209,0,25,7,1,0,5,11,1,2,1,1000,1490,1290
3026,1.044,1,35,12,2,0,6,13,0,2,1,1000,1340,1540
3027,1.243,0,26,10,2,1,5,4,1,1,3,1000,1400,1200
3028,1.568,0,25,3,1,1,27,3,0,0,4,1000,1610,1410
3029,0.326,0,69,15,3,1,4,2,0,0,2,1000,1250,1050
3030,1.489,0,22,4,2,1,9,15,2,2,1,1000,1580,1380
3031,1.332,1,26,8,3,0,7,11,1,2,1,1000,1460,1660
3032,1.242,1,25,6,1,1,7,3,1,0,1,1000,1520,1720
3033,1.412,0,27,4,2,1,26,4,0,0,1,1000,1580,1380
3034,1.225,0,23,0,3,1,6,20,0,0,3,1000,1700,1500
3035,1.144,1,27,10,1,1,3,18,0,3,1,1000,1400,1600
3036,0.465,1,72,52,2,1,5,4,0,1,3,1000,140,340
3037,0.689,1,46,25,2,1,5,4,1,1,3,1000,950,1150
3038,1.154,0,27,2,1,1,5,2,1,0,1,1000,1640,1440
3039,1.598,0,18,2,1,1,3,5,0,0,2,1000,1640,1440
3040,1.251,1,25,8,1,0,0,4,1,1,3,1000,1460,1660
3041,1.276,1,25,4,1,0,5,4,1,0,3,1000,1580,1780
3042,0.744,1,48,26,2,1,4,25,1,4,1,1000,920,1120
3043,0.425,0,48,17,2,0,5,12,1,2,1,1000,1190,990
3044,0.895,1,34,14,3,0,5,3,0,0,1,1000,1280,1480
3045,1.492,1,19,3,1,1,3,25,0,2,5,1000,1610,1810
3046,1.254,1,33,11,1,1,5,12,1,2,3,1000,1370,1570
3047,0.952,1,39,15,2,1,12,9,1,1,2,1000,1250,1450
3048,0.99,1,40,21,2,1,0,6,0,1,1,1000,1070,1270
3049,0.363,0,60,17,2,1,5,23,0,4,3,1000,1190,990
3050,1.474,1,26,5,2,1,14,8,3,1,4,1000,1550,1750
3051,1.096,0,29,4,2,1,5,13,0,2,2,1000,1580,1380
3052,1.509,0,17,0,1,1,4,6,0,0,1,1000,1700,1500
3053,0.467,1,56,34,2,1,6,6,0,1,2,1000,680,880
3054,1.023,1,35,15,3,1,5,6,2,1,2,1000,1250,1450
3055,1.484,1,23,0,1,1,5,10,0,0,1,1000,1700,1900
3056,1.666,1,20,3,1,1,8,3,0,0,2,1000,1610,1810
3057,0.053,0,74,3,2,1,5,4,0,0,1,1000,1610,1410
3058,0.421,0,51,22,1,0,12,16,1,3,3,1000,1040,840
3059,1.607,1,19,2,1,1,2,9,0,1,4,1000,1640,1840
3060,0.449,0,51,20,3,0,5,3,0,0,2,1000,1100,900
3061,0.784,1,42,15,2,0,4,6,0,1,1,1000,1250,1450
3062,0.725,0,49,29,2,1,5,7,1,1,2,1000,830,630
3063,0.357,1,70,30,2,1,5,18,0,3,1,1000,800,1000
3064,0.395,1,74,27,2,1,3,3,0,0,2,1000,890,1090
3065,1.587,1,20,4,1,0,4,3,1,0,1,1000,1580,1780
3066,1.054,1,36,18,2,0,5,10,0,2,1,1000,1160,1360
3067,1.329,1,25,8,1,1,9,16,0,3,3,1000,1460,1660
3068,0.519,1,53,19,2,1,0,23,1,4,1,1000,1130,1330
3069,0.486,0,49,17,2,1,5,6,0,1,2,1000,1190,990
3070,0.787,1,42,4,2,0,14,3,1,0,1,1000,1580,1780
3071,0.909,0,33,12,1,0,7,5,2,1,1,1000,1340,1140
3072,1.16,1,33,14,2,1,7,7,0,1,2,1000,1280,1480
3073,0.551,1,55,30,2,1,15,7,0,1,1,1000,800,1000
3074,0.726,1,50,18,2,0,5,5,1,1,1,1000,1160,1360
3075,0.599,1,48,20,2,1,5,3,0,0,3,1000,1100,1300
3076,1.62,1,17,1,1,1,2,4,0,0,2,1000,1670,1870
3077,1.311,0,27,6,2,1,5,4,2,1,1,1000,1520,1320
3078,1.548,1,21,4,1,0,5,6,1,1,3,1000,1580,1780
3079,0.858,0,40,24,2,1,1,2,1,0,5,1000,980,780
3080,0.912,0,30,1,2,1,0,11,0,0,1,1000,1670,1470
3081,1.546,0,19,2,1,1,1,5,1,0,1,1000,1640,1440
3082,0.977,0,32,11,2,1,5,3,1,0,3,1000,1370,1170
3083,1.278,1,26,7,2,0,5,6,0,1,2,1000,1490,1690
3084,1.584,1,22,1,2,1,5,20,0,1,1,1000,1670,1870
3085,1.639,1,20,4,1,1,6,3,1,0,4,1000,1580,1780
3086,1.038,0,33,9,1,1,5,10,1,2,1,1000,1430,1230
3087,1.379,0,21,5,2,0,21,7,2,1,3,1000,1550,1350
3088,0.316,0,71,22,1,1,3,10,0,2,3,1000,1040,840
3089,1.228,0,26,9,1,1,5,6,0,1,1,1000,1430,1230
3090,1.689,1,25,6,3,1,23,6,3,1,3,1000,1520,1720
3091,0.678,1,51,30,1,0,14,4,1,1,3,1000,800,1000
3092,1.06,0,28,12,1,1,6,5,2,1,2,1000,1340,1140
3093,1.026,1,35,17,2,1,1,13,0,2,1,1000,1190,1390
3094,0.781,0,39,19,2,0,6,5,0,1,2,1000,1130,930
3095,1.283,0,22,5,1,1,0,9,1,1,1,1000,1550,1350
3096,1.211,1,26,1,2,1,0,4,0,0,2,1000,1670,1870
3097,0.591,1,61,8,2,1,4,2,2,0,1,1000,1460,1660
3098,0.055,0,85,27,3,1,4,11,0,2,1,1000,890,690
3099,0.811,1,43,26,2,1,5,25,3,4,2,1000,920,1120
3100,0.582,0,47,8,2,1,0,10,0,2,1,1000,1460,1260
3101,1.282,0,19,2,1,0,6,5,0,0,1,1000,1640,1440
3102,1.202,0,26,10,2,0,4,8,0,1,2,1000,1400,1200
3103,0.686,1,46,28,2,1,6,5,2,1,1,1000,860,1060
3104,0.393,0,59,42,2,0,4,19,0,3,4,1000,440,240
3105,0.679,0,49,23,2,1,15,5,0,1,3,1000,1010,810
3106,1.539,0,19,2,1,1,3,5,0,0,1,1000,1640,1440
3107,0.561,0,52,31,3,1,3,7,1,1,2,1000,770,570
3108,0.298,1,64,46,2,1,5,16,1,3,1,1000,320,520
3109,1.522,1,20,4,2,1,7,8,0,1,3,1000,1580,1780
3110,0.643,1,47,27,2,1,6,4,3,1,1,1000,890,1090
3111,1.211,0,21,1,2,1,0,18,0,1,2,1000,1670,1470
3112,1.308,0,25,7,2,0,5,6,2,1,1,1000,1490,1290
3113,1.173,0,31,15,1,1,5,6,0,1,1,1000,1250,1050
3114,1.164,1,35,18,2,0,6,1,2,0,1,1000,1160,1360
3115,1.486,1,29,12,1,1,32,1,1,0,1,1000,1340,1540
3116,1.568,0,19,2,1,1,5,3,1,0,2,1000,1640,1440
3117,1.393,1,26,9,1,1,5,5,1,1,1,1000,1430,1630
3118,1.061,1,31,12,2,1,5,3,0,0,3,1000,1340,1540
3119,0.245,1,68,22,2,1,5,16,0,3,1,1000,1040,1240
3120,1.178,1,35,18,2,1,5,22,1,4,1,1000,1160,1360
3121,0.42,1,68,32,2,1,5,2,1,0,4,1000,740,940
3122,1.671,1,19,0,1,1,22,4,0,0,1,1000,1700,1900
3123,1.012,0,26,4,2,0,5,4,0,0,3,1000,1580,1380
3124,0.608,0,45,26,2,1,5,9,0,1,2,1000,920,720
3125,1.132,1,30,12,2,0,6,14,0,2,3,1000,1340,1540
3126,1.368,1,26,8,1,0,5,3,1,0,1,1000,1460,1660
3127,1.008,0,33,14,1,1,5,10,2,2,1,1000,1280,1080
3128,0.382,1,59,21,2,1,4,8,1,1,3,1000,1070,1270
3129,1.502,0,17,1,1,0,5,6,0,0,3,1000,1670,1470
3130,0.849,1,55,31,2,1,24,4,0,1,1,1000,770,970
3131,1.415,0,21,1,1,0,9,8,1,0,2,1000,1670,1470
3132,1.578,1,16,0,2,1,8,12,0,0,1,1000,1700,1900
3133,0.866,0,45,14,1,0,27,6,2,1,4,1000,1280,1080
3134,0.492,1,61,43,2,0,5,4,0,1,2,1000,410,610
3135,1.363,1,22,5,2,1,5,12,1,2,3,1000,1550,1750
3136,0.883,1,54,36,2,0,27,3,2,0,1,1000,620,820
3137,0.349,1,76,60,2,1,3,3,0,0,1,1000,-100,100
3138,0.43,0,73,54,2,1,21,5,0,1,2,1000,80,-120
3139,0.692,1,48,20,1,1,5,18,0,3,2,1000,1100,1300
3140,1.361,0,19,1,1,1,6,1,0,0,1,1000,1670,1470
